Instance45:Class=Iris-setosa,sepallength=5.1,sepalwidth=3.8,petallength=1.9,petalwidth=0.4
Instance46:Class=Iris-setosa,sepallength=4.8,sepalwidth=3.0,petallength=1.4,petalwidth=0.3
Instance47:Class=Iris-setosa,sepallength=5.1,sepalwidth=3.8,petallength=1.6,petalwidth=0.2
Instance48:Class=Iris-setosa,sepallength=4.6,sepalwidth=3.2,petallength=1.4,petalwidth=0.2
Instance49:Class=Iris-setosa,sepallength=5.3,sepalwidth=3.7,petallength=1.5,petalwidth=0.2
Instance50:Class=Iris-setosa,sepallength=5.0,sepalwidth=3.3,petallength=1.4,petalwidth=0.2
Instance51:Class=Iris-versicolor,sepallength=7.0,sepalwidth=3.2,petallength=4.7,petalwidth=1.4
Instance52:Class=Iris-versicolor,sepallength=6.4,sepalwidth=3.2,petallength=4.5,petalwidth=1.5
Instance53:Class=Iris-versicolor,sepallength=6.9,sepalwidth=3.1,petallength=4.9,petalwidth=1.5
Instance54:Class=Iris-versicolor,sepallength=5.5,sepalwidth=2.3,petallength=4.0,petalwidth=1.3
Instance55:Class=Iris-versicolor,sepallength=6.5,sepalwidth=2.8,petallength=4.6,petalwidth=1.5
Instance56:Class=Iris-versicolor,sepallength=5.7,sepalwidth=2.8,petallength=4.5,petalwidth=1.3
Instance57:Class=Iris-versicolor,sepallength=6.3,sepalwidth=3.3,petallength=4.7,petalwidth=1.6
Instance58:Class=Iris-versicolor,sepallength=4.9,sepalwidth=2.4,petallength=3.3,petalwidth=1.0
Instance59:Class=Iris-versicolor,sepallength=6.6,sepalwidth=2.9,petallength=4.6,petalwidth=1.3
Instance60:Class=Iris-versicolor,sepallength=5.2,sepalwidth=2.7,petallength=3.9,petalwidth=1.4
Instance61:Class=Iris-versicolor,sepallength=5.0,sepalwidth=2.0,petallength=3.5,petalwidth=1.0
Instance62:Class=Iris-versicolor,sepallength=5.9,sepalwidth=3.0,petallength=4.2,petalwidth=1.5
Instance63:Class=Iris-versicolor,sepallength=6.0,sepalwidth=2.2,petallength=4.0,petalwidth=1.0
Instance64:Class=Iris-versicolor,sepallength=6.1,sepalwidth=2.9,petallength=4.7,petalwidth=1.4
Instance65:Class=Iris-versicolor,sepallength=5.6,sepalwidth=2.9,petallength=3.6,petalwidth=1.3
Instance66:Class=Iris-versicolor,sepallength=6.7,sepalwidth=3.1,petallength=4.4,petalwidth=1.4
Instance67:Class=Iris-versicolor,sepallength=5.6,sepalwidth=3.0,petallength=4.5,petalwidth=1.5
Instance68:Class=Iris-versicolor,sepallength=5.8,sepalwidth=2.7,petallength=4.1,petalwidth=1.0
Instance69:Class=Iris-versicolor,sepallength=6.2,sepalwidth=2.2,petallength=4.5,petalwidth=1.5
Instance70:Class=Iris-versicolor,sepallength=5.6,sepalwidth=2.5,petallength=3.9,petalwidth=1.1
Instance71:Class=Iris-versicolor,sepallength=5.9,sepalwidth=3.2,petallength=4.8,petalwidth=1.8
Instance72:Class=Iris-versicolor,sepallength=6.1,sepalwidth=2.8,petallength=4.0,petalwidth=1.3
Instance73:Class=Iris-versicolor,sepallength=6.3,sepalwidth=2.5,petallength=4.9,petalwidth=1.5
Instance74:Class=Iris-versicolor,sepallength=6.1,sepalwidth=2.8,petallength=4.7,petalwidth=1.2
Instance75:Class=Iris-versicolor,sepallength=6.4,sepalwidth=2.9,petallength=4.3,petalwidth=1.3
Instance76:Class=Iris-versicolor,sepallength=6.6,sepalwidth=3.0,petallength=4.4,petalwidth=1.4
Instance77:Class=Iris-versicolor,sepallength=6.8,sepalwidth=2.8,petallength=4.8,petalwidth=1.4
Instance78:Class=Iris-versicolor,sepallength=6.7,sepalwidth=3.0,petallength=5.0,petalwidth=1.7
Instance79:Class=Iris-versicolor,sepallength=6.0,sepalwidth=2.9,petallength=4.5,petalwidth=1.5
Instance80:Class=Iris-versicolor,sepallength=5.7,sepalwidth=2.6,petallength=3.5,petalwidth=1.0
Instance81:Class=Iris-versicolor,sepallength=5.5,sepalwidth=2.4,petallength=3.8,petalwidth=1.1
Instance82:Class=Iris-versicolor,sepallength=5.5,sepalwidth=2.4,petallength=3.7,petalwidth=1.0
Instance83:Class=Iris-versicolor,sepallength=5.8,sepalwidth=2.7,petallength=3.9,petalwidth=1.2
Instance84:Class=Iris-versicolor,sepallength=6.0,sepalwidth=2.7,petallength=5.1,petalwidth=1.6
Instance85:Class=Iris-versicolor,sepallength=5.4,sepalwidth=3.0,petallength=4.5,petalwidth=1.5
Instance86:Class=Iris-versicolor,sepallength=6.0,sepalwidth=3.4,petallength=4.5,petalwidth=1.6
Instance87:Class=Iris-versicolor,sepallength=6.7,sepalwidth=3.1,petallength=4.7,petalwidth=1.5
Instance88:Class=Iris-versicolor,sepallength=6.3,sepalwidth=2.3,petallength=4.4,petalwidth=1.3
Instance89:Class=Iris-versicolor,sepallength=5.6,sepalwidth=3.0,petallength=4.1,petalwidth=1.3
Instance90:Class=Iris-versicolor,sepallength=5.5,sepalwidth=2.5,petallength=4.0,petalwidth=1.3
Instance91:Class=Iris-versicolor,sepallength=5.5,sepalwidth=2.6,petallength=4.4,petalwidth=1.2
Instance92:Class=Iris-versicolor,sepallength=6.1,sepalwidth=3.0,petallength=4.6,petalwidth=1.4
Instance93:Class=Iris-versicolor,sepallength=5.8,sepalwidth=2.6,petallength=4.0,petalwidth=1.2
Instance94:Class=Iris-versicolor,sepallength=5.0,sepalwidth=2.3,petallength=3.3,petalwidth=1.0
Instance95:Class=Iris-versicolor,sepallength=5.6,sepalwidth=2.7,petallength=4.2,petalwidth=1.3
Instance96:Class=Iris-versicolor,sepallength=5.7,sepalwidth=3.0,petallength=4.2,petalwidth=1.2
Instance97:Class=Iris-versicolor,sepallength=5.7,sepalwidth=2.9,petallength=4.2,petalwidth=1.3
Instance98:Class=Iris-versicolor,sepallength=6.2,sepalwidth=2.9,petallength=4.3,petalwidth=1.3
Instance99:Class=Iris-versicolor,sepallength=5.1,sepalwidth=2.5,petallength=3.0,petalwidth=1.1
Instance100:Class=Iris-versicolor,sepallength=5.7,sepalwidth=2.8,petallength=4.1,petalwidth=1.3
Instance101:Class=Iris-virginica,sepallength=6.3,sepalwidth=3.3,petallength=6.0,petalwidth=2.5
Instance102:Class=Iris-virginica,sepallength=5.8,sepalwidth=2.7,petallength=5.1,petalwidth=1.9
Instance103:Class=Iris-virginica,sepallength=7.1,sepalwidth=3.0,petallength=5.9,petalwidth=2.1
Instance104:Class=Iris-virginica,sepallength=6.3,sepalwidth=2.9,petallength=5.6,petalwidth=1.8
Instance105:Class=Iris-virginica,sepallength=6.5,sepalwidth=3.0,petallength=5.8,petalwidth=2.2
Instance106:Class=Iris-virginica,sepallength=7.6,sepalwidth=3.0,petallength=6.6,petalwidth=2.1
Instance107:Class=Iris-virginica,sepallength=4.9,sepalwidth=2.5,petallength=4.5,petalwidth=1.7
Instance108:Class=Iris-virginica,sepallength=7.3,sepalwidth=2.9,petallength=6.3,petalwidth=1.8
Instance109:Class=Iris-virginica,sepallength=6.7,sepalwidth=2.5,petallength=5.8,petalwidth=1.8
Instance110:Class=Iris-virginica,sepallength=7.2,sepalwidth=3.6,petallength=6.1,petalwidth=2.5
Instance111:Class=Iris-virginica,sepallength=6.5,sepalwidth=3.2,petallength=5.1,petalwidth=2.0
Instance112:Class=Iris-virginica,sepallength=6.4,sepalwidth=2.7,petallength=5.3,petalwidth=1.9
Instance113:Class=Iris-virginica,sepallength=6.8,sepalwidth=3.0,petallength=5.5,petalwidth=2.1
Instance114:Class=Iris-virginica,sepallength=5.7,sepalwidth=2.5,petallength=5.0,petalwidth=2.0
Instance115:Class=Iris-virginica,sepallength=5.8,sepalwidth=2.8,petallength=5.1,petalwidth=2.4
Instance116:Class=Iris-virginica,sepallength=6.4,sepalwidth=3.2,petallength=5.3,petalwidth=2.3
Instance117:Class=Iris-virginica,sepallength=6.5,sepalwidth=3.0,petallength=5.5,petalwidth=1.8
Instance118:Class=Iris-virginica,sepallength=7.7,sepalwidth=3.8,petallength=6.7,petalwidth=2.2
Instance119:Class=Iris-virginica,sepallength=7.7,sepalwidth=2.6,petallength=6.9,petalwidth=2.3
Instance120:Class=Iris-virginica,sepallength=6.0,sepalwidth=2.2,petallength=5.0,petalwidth=1.5
Instance121:Class=Iris-virginica,sepallength=6.9,sepalwidth=3.2,petallength=5.7,petalwidth=2.3
Instance122:Class=Iris-virginica,sepallength=5.6,sepalwidth=2.8,petallength=4.9,petalwidth=2.0
Instance123:Class=Iris-virginica,sepallength=7.7,sepalwidth=2.8,petallength=6.7,petalwidth=2.0
Instance124:Class=Iris-virginica,sepallength=6.3,sepalwidth=2.7,petallength=4.9,petalwidth=1.8
Instance125:Class=Iris-virginica,sepallength=6.7,sepalwidth=3.3,petallength=5.7,petalwidth=2.1
Instance126:Class=Iris-virginica,sepallength=7.2,sepalwidth=3.2,petallength=6.0,petalwidth=1.8
Instance127:Class=Iris-virginica,sepallength=6.2,sepalwidth=2.8,petallength=4.8,petalwidth=1.8
Instance128:Class=Iris-virginica,sepallength=6.1,sepalwidth=3.0,petallength=4.9,petalwidth=1.8
Instance129:Class=Iris-virginica,sepallength=6.4,sepalwidth=2.8,petallength=5.6,petalwidth=2.1
Instance130:Class=Iris-virginica,sepallength=7.2,sepalwidth=3.0,petallength=5.8,petalwidth=1.6
Instance131:Class=Iris-virginica,sepallength=7.4,sepalwidth=2.8,petallength=6.1,petalwidth=1.9
Instance132:Class=Iris-virginica,sepallength=7.9,sepalwidth=3.8,petallength=6.4,petalwidth=2.0
Instance133:Class=Iris-virginica,sepallength=6.4,sepalwidth=2.8,petallength=5.6,petalwidth=2.2
Instance134:Class=Iris-virginica,sepallength=6.3,sepalwidth=2.8,petallength=5.1,petalwidth=1.5
Instance135:Class=Iris-virginica,sepallength=6.1,sepalwidth=2.6,petallength=5.6,petalwidth=1.4
Instance136:Class=Iris-virginica,sepallength=7.7,sepalwidth=3.0,petallength=6.1,petalwidth=2.3
Instance137:Class=Iris-virginica,sepallength=6.3,sepalwidth=3.4,petallength=5.6,petalwidth=2.4
Instance138:Class=Iris-virginica,sepallength=6.4,sepalwidth=3.1,petallength=5.5,petalwidth=1.8
Instance139:Class=Iris-virginica,sepallength=6.0,sepalwidth=3.0,petallength=4.8,petalwidth=1.8
Instance140:Class=Iris-virginica,sepallength=6.9,sepalwidth=3.1,petallength=5.4,petalwidth=2.1
Instance141:Class=Iris-virginica,sepallength=6.7,sepalwidth=3.1,petallength=5.6,petalwidth=2.4
Instance142:Class=Iris-virginica,sepallength=6.9,sepalwidth=3.1,petallength=5.1,petalwidth=2.3
Instance143:Class=Iris-virginica,sepallength=5.8,sepalwidth=2.7,petallength=5.1,petalwidth=1.9
Instance144:Class=Iris-virginica,sepallength=6.8,sepalwidth=3.2,petallength=5.9,petalwidth=2.3
Instance145:Class=Iris-virginica,sepallength=6.7,sepalwidth=3.3,petallength=5.7,petalwidth=2.5
Instance146:Class=Iris-virginica,sepallength=6.7,sepalwidth=3.0,petallength=5.2,petalwidth=2.3
Instance147:Class=Iris-virginica,sepallength=6.3,sepalwidth=2.5,petallength=5.0,petalwidth=1.9
Instance148:Class=Iris-virginica,sepallength=6.5,sepalwidth=3.0,petallength=5.2,petalwidth=2.0
Instance149:Class=Iris-virginica,sepallength=6.2,sepalwidth=3.4,petallength=5.4,petalwidth=2.3
Instance150:Class=Iris-virginica,sepallength=5.9,sepalwidth=3.0,petallength=5.1,petalwidth=1.8
[EOF]
